token,value,,character limit, comment
gear_outfit_cupid,キューピッド,,21,a cupid's outfit
gear_outfit_default,クラシック,,21,a generic workout outfit
gear_outfit_football,ラブラッシュ,,21,a football outfit
gear_outfit_golf,カントリークラブ,,21,a golfer outfit
gear_outfit_nibbs,ビッグマウス,,21,an alien jumpsuit
gear_outfit_nubz,ナブズダブズ,,21,a different alien jumpsuit
gear_outfit_rain,フォードリーズル,,21,a rain or snowsuit
gear_outfit_soccer,キックイット,,21,a soccer outfit
gear_outfit_space,宇宙飛行士,,21,an astronaut suit
gear_outfit_squibbs,スクイブスタイル,,21,yet another alien outfit
gear_outfit_volleyball,エース,,21,a volleyball outfit
gear_outfit_chicken,フロックスター,,21,a chicken outfit
gear_outfit_jockey,馬術師,,21,a jockey outfit
gear_outfit_lucha,ムチョマッチョ,,21,a luchador outfit
gear_outfit_robo,次世代,,21,a robot outfit
gear_outfit_hockey,手を挙げろ,,21,a hockey outfit
gear_outfit_dropmix,DROPMIX,,21,"A Harmonix IP, do not transalte"
gear_outfit_knight,オールナイト,,21,a knight outfit
gear_outfit_mime,マイムオーバーマター,,21,a mime outfit
gear_skin,スキン,,15,
golf_results_title_win,スーパースイング！,,34,
golf_ui_go,ゴー！,,20,
golf_ui_lastchance,ラストチャンス！,,20,
golf_ui_listen,よく聴いて... ,,20,
golf_ui_outofballs,ボールがない... ,,20,
golf_ui_timesup,タイムアップ！,,20,
results_normal_hits,ノーマル,,20,
results_charged_hits,ジャンプショット,,20,
kabam,ブーン！！,,20,
keep_local,ローカルデータをキープ,,23,
leaderboard_allsports,すべてのスポーツ,,,
leaderboard_point,ポイント,,,
leaderboard_points,ポイント,,,
legal_preamble,Super Beat Sportsの購入、ダウンロード、プレイ、使用、このすべてもしくはいずれかを行った場合、以下の内容に従うことに承諾および同意したとみなされます。,,,
legal_privacy_policy,プライバシーポリシー - http://www.superbeatsports.com/superprivacy,,,Do not translate web address
legal_tos,サービス利用規約 - http://www.superbeatsports.com/superterms,,,Do not translate web address
loading_321,「3、2、1！」のカウントダウンを聴いてスパイクのタイミングを合わせましょう。,,150,
loading_all_1,ヒント: 深呼吸したら、自分を信じて、リズムと一体化しよう。,,150,
loading_all_2,より速くいい賞品をアンロックするために、いいメダルを入手しましょう。,,150,
loading_all_3,ゲームを一時停止して、操作の見直しをしましょう。,,150,
loading_all_4,ゲームプレイが遅いですか？ テレビに「ゲーム」モードまたは設定があるかどうか確認し、調整してみましょう。,,150,
loading_all_5,「全力を尽くし、各スポーツで頂点に立ってみせる！」\n- ワブワブの日課,,150,
loading_all_6,一緒にプレイできることがワブワブの喜びです。,,150,
loading_all_7,「ナブズ、ナブズナブズ？ ナブズ！ ナブズナブズナブズ」 - ナブズ,,150,
loading_all_8,ミュージカリアを訪れた人は、スーパー港食堂でおいしい食事を楽しめます。,,150,
loading_avsync,音声と動画がずれていると感じたら、オプションメニューでキャリブレーションを選択して解決しましょう。,,150,
loading_clicktohit,モーションコントロールを使用して、究極のスポーツ音楽体験を味わいましょう！,,150,
loading_shadows,地面に落ちる影を見ることでビッグ・バオの高いボールから目を離さないようにしましょう。,,150,
loading_throbot,練習ステージをチェックして、スローボットのトリッキーなピッチングをマスターしましょう。,,150,
loading_wiggle,ニブズは歌う前に必ず同じことをします。,,150,
loading_g_chill,ゆったりと座ってリラックスしたら、ゴブルゴルフの準備をしましょう。,,150,
loading_g_diet,ニブズはミュージカリアの銀河系一番の美食家として知られています。,,150,
loading_stacking,マルチプレイでは、一番上にいるスラッガーが、<icon=thumb_down>を押すと一番下に移動します。,,150,Do not translate text between < >
loading_v_wubwub,ワブワブが打ったボールが来たときは、スパイクに注意して！,,150,
loading_v_squibz,「ネットボールのない日は喜びのない日と同じである」 - スクイブの古いことわざ,,150,
loading_s_wicked,チャレンジ精神が旺盛なら、トリッキー度を「超すごい」に設定してみましょう。,,150,
load_failed_message,選択したセーブスロットからロードできませんでした。,,150,
meet_slugger,この娘はリル。 こう見えてスラッガーなんだ。,,45,"slugger is what we call the human characters you play in the game, adorable little athletes"
month_april,4月,,12,
month_august,8月,,12,
month_december,12月,,12,
month_february,2月,,12,
month_january,1月,,12,
month_july,7月,,12,
month_june,6月,,12,
month_march,3月,,12,
month_may,5月,,12,
month_november,11月,,12,
month_october,10月,,12,
month_september,9月,,12,
mp_options,マルチプレイのオプション,,32,
network_error,ネットワークエラー,,24,
preview_skip,プレビューを無視 <icon=L>/<icon=R>,,12,
preview_watch,よく見て、よく聴こう,,20,
prompt_1lane,<icon=thumbstick>,,4,
prompt_1lane_left,<icon=thumb_left>,,4,
prompt_1lane_right,<icon=thumb_left>,,4,
prompt_2lanes,[BUG THIS],,,
prompt_2lanes_left,<icon=thumb_left>,,4,
prompt_balloonfill,ふくらませよう！,,20,
prompt_chargehit,<icon=swingbutton>を長押し,,34,Do not translate text between < >
prompt_clickhit,<icon=swingbutton>,,34,
prompt_fastgoldie,注意！ ,,34,
prompt_g_hitleft,<icon=thumb_left><icon=swingbutton>,,34,
prompt_g_hitright,<icon=thumb_right><icon=swingbutton>,,34,
prompt_g_hitstraight,<icon=thumb_forward><icon=swingbutton>,,34,
prompt_lobs,来るぞ！,,34,
prompt_lowballs,ボールが足りない,,34,
prompt_swinghit,スイング,,34,
prompt_swingorclick,<icon=swingbutton>,,34,
prompt_swipe,Swipe[BUG THIS],,,
prompt_swipeortap,Swipe or Tap[BUG THIS],,,
prompt_tap,Tap[BUG THIS],,,
results_bronze3,ナイス！,,34,
results_celebrate,<icon=button>お祝いしよう！,,24,Do not translate text between < >
results_certif,参加賞,,30,
results_profilename,%s,,24,
results_total,合計,,24,
results_misses,ミス,,24,
results_hits,ヒット,,24,
results_early_late_label,はやい / おそい,,24,
results_gear_equip_help,このアイテムは、ステージ選択画面でいつでも身に付けられるよ。,,150,
results_gear_equip_no,後で身につける,,24,
results_gear_equip_yes,今すぐ身につける,,24,
results_gear_unlocked_title,ギアを手に入れた！,,32,
results_high_score_label,ハイスコア,,24,
results_main_menu,ステージ選択,,24,
results_msg_bronze1,こいつをゲット！,,34,
results_msg_bronze2,よくできました！,,34,
results_msg_bronze3,いい感じ！,,34,
results_msg_gold1,すごい！,,34,
results_msg_gold2,素晴らしい！,,34,
results_msg_gold3,王者のパフォーマンス！,,34,
results_msg_particip1,プレイしてくれてありがとう！,,34,
results_msg_particip2,楽しかったね！,,34,
results_msg_particip3,君ならできるさ！,,34,
results_msg_particip4,まずまずだったよ！,,34,
results_msg_plat1,リルを大統領に！,,34,
results_msg_plat2,パーティータイム！,,34,
results_msg_plat3,ナイス。,,34,
results_msg_plat4,ゴーーーーーーール！,,34,
results_msg_silv1,お見事でした！,,34,
results_msg_silv2,さすがだね！,,34,
results_msg_silv3,そうこなくっちゃ！,,34,
results_msg_squash,バディボールのチャンピオン！,,34,
results_newbest,新記録,,24,
results_nextunlock,次の賞品,,24,
results_next_level,次のステージ,,24,
results_particip,参加賞,,24,
results_perfect_label,パーフェクト,,24,
results_perfect_label_with_star,<icon=star>パーフェクト,,24,Do not translate text between < >
results_play_again,もう一度プレイ,,24,
results_score_label,スコア,,24,
results_streak_label,ベスト連鎖,,24,
results_s_replay,リプレイ,X,24,
round,ラウンド,,24,
rr_pizza_mssg,！！！ピザ！！！,,20,
rr_sax_mssg,ハートをゲット！！！,,20,
rr_hot_potato_mssg,注意！！！,,20,
save_failed_message,進捗をセーブできませんでした。,,150,
shell_avsync,キャリブレーション,,32,
shell_avsync_prompt,今回が初めてのプレイですね。お家のTVやステレオの設定をSuper Beat Sports向けに設定しましょう。,,150,
shell_avsync_reminder,音楽とビジュアルがズレているなと感じたら、調整画面で修正することができます。,,150,
shell_baseball,ワッキーバット,,32,
shell_buddyball,バディボール,,32,
shell_calibration_message,表示されている画像と音声がずれていますか？オプションに行ってから、校正を選択して視聴覚設定を調整します。,,150,
shell_comingsoon,近日公開,,24,
shell_confirm_delete_profile,このセーブデータを消去しますか？,,50,
shell_confirm_no,いいえ,,24,
shell_confirm_okay,OK,,24,
shell_confirm_yes,はい,,24,
shell_connected_players,接続済プレイヤー:,,24,
shell_continue,続ける,,24,
shell_controller,<icon=button>コントローラー変更,,30,Do not translate text between < >
shell_controller_hold_grip,<icon=button>[長押し]グリップ変更,,30,Do not translate text between < >
shell_controller_pause,コントローラー変更,,30,
shell_controls,ワッキーバット操作,,24,
shell_credits,クレジット,,32,
shell_disconnect_continue,プレイヤー%d人で続ける,,150,Do not translate %d
shell_disconnect_title,接続切れ！,,24,
shell_press_L_R,<icon=swingbutton> を押す,,32,Do not translate text between < >
shell_eula,EULA,,4,This stands for End User License Agreement
shell_eula_long,エンドユーザー使用許諾契約- http://www.superbeatsports.com/superEULA,,,Do not translate web address
shell_gear,マイスラッガー,,32,
shell_gear_bat,バット,,16,
shell_gear_outfit,ユニフォーム,,16,
shell_gear_outfit_color,カラー,,32,
shell_gear_save,適用,,32,
shell_gear_unsaved_changes,スラッガーに未セーブの変更がありますよ。セーブせずに続けますか？,,150,
shell_golf,ゴブルゴルフ,,32,
shell_how_to_play,遊び方,,24,
shell_inputlag_fail,もう一度やってみたほうがいいようです。 準備OK？,,150,
shell_inputlag_prompt,<style=action>ボールが当たるたびに毎回</style><icon=swingbutton>を押す,,150,Do not translate text between < >
shell_inputlag_success,いいですね、これでプレイの準備ができました！,,150,
shell_joy_con_grip,<icon=joy_con_solo>グリップ変更,,32,Do not translate text between < >
shell_joy_con_grip_disabled,グリップ変更,,32,
shell_leaderboards,ランキング,,,
shell_legal,法的情報,,32,
shell_level_select,ステージ選択,,32,
level_label_normal,ノーマル,,32,
level_label_standard,ノーマル,,32,
level_label_pro,プロ,,32,
shell_loading,ロード中,,24,
shell_love_prompt,新しい装備を入手するには<style=name>マイスラッガー</style>画面に進んでください！,,,Do not translate text between < >
shell_main_menu,メインメニュー,,32,
shell_menu_back,<icon=arrow><icon=button>,,32,
shell_menu_settings,オプション,,32,
shell_menu_title,タイトル画面,,32,
shell_motion_off,モーション：オフ,,24,
shell_motion_on,モーション：オン,,24,
shell_motion_swing,<icon=button>モーションスイング変更,,24,Do not translate text between < >
shell_motion_swing_state,<icon=checkmark>モーション\nスイング,,24,Do not translate text between < >
shell_mp_advanced,カスタム,,24,
shell_mp_connect,接続してプレイ,,24,
shell_mp_custom_tricky,カスタム,,24,
shell_mp_join_download,ダウンロード:,,32,
shell_mp_join_host,ネットワーク:,,32,
shell_mp_join_p1,P1,,4,"this stands for player 1, as the subsequent cells"
shell_mp_join_p2,P2,,4,
shell_mp_join_p3,P3,,4,
shell_mp_join_p4,P4,,4,
shell_tier1,階級1,,20,
shell_tier2,階級2,,20,
shell_tier3,階級3,,20,
shell_tier4,階級4,,20,
shell_tier5,階級5,,20,
shell_tier6,階級6,,20,
shell_tier7,階級7,,20,
shell_tier8,階級8,,20,
shell_tier9,階級9,,20,
shell_mp_play,プレイ！,,20,
shell_mp_ready,準備完了！,,20,
shell_mp_start,準備ができたら「プレイ」を選択,,30,
shell_s2s_refresh,<icon=button>更新,,20,Do not translate text between < >
shell_s2s_available,使用可能な部屋,,20,
shell_s2s_createroom,部屋を作成,,20,
shell_s2s_roomname,%sの部屋,,32,"do not translate %s as it will show a user's name, but do make this phrase possessive"
shell_s2s_searching,部屋を検索しています...,,32,
shell_s2s_connectedplrs,接続済プレイヤー,,32,
shell_mp_waiting,待機中...,,20,
shell_multi_player,ローカルワイヤレスプレイ,,32,
shell_clarify_play,この本体には1から4人のプレイヤーがいます,,35,
shell_clarify_local,近くのプレイヤーに参加する,,35,
shell_s2s_icon,<icon=switchtoswitch>,,4,
shell_switch_icon,<icon=switch_icon>,,4,
shell_new,New,,12,
shell_new_save,New,,12,
shell_next,<icon=button>次,,12,Do not translate text between < >
shell_nogear_prompt,もっとメダルをゲットして、スラッガー用のユニフォームやバットをアンロックしよう。,,150,
shell_option_off,オフ,,12,
shell_option_on,オン,,12,
shell_options,オプション,,32,
shell_pause_quit_message,本当に終了しますか？,,150,
shell_pause_restart_message,やり直しますか？,,150,
shell_pause_title,ポーズ中,,32,
shell_pause_tutorial_message,ゲーム中のヘルプメッセージをリセットしますか？,,150,
shell_player_done,完了,,15,
shell_player_edit,編集,,15,
shell_team,チーム,,24,
shell_player_editing,編集中,,20,
shell_player_join,参加,,20,
shell_player_waiting,待機中,,20,
shell_profile_slot_1,1,,1,
shell_profile_slot_2,2,,1,
shell_profile_slot_3,3,,1,
shell_levelselect_sp,シングルプレイステージ,,32,
shell_levelselect_mp,マルチプレイステージ,,32,
shell_levelselect_sp_pro,シングルプレイプロステージ,,32,
shell_levelselect_mp_pro,マルチプレイプロステージ,,32,
shell_promode,<icon=button>プロモード,,37,Do not translate text between < >
shell_promode_message,そのメダルで、このスポーツの<style=action>プロモード</style>がアンロックされました！\nレベル選択メニューでプロモードに切り替えてみて。もし自信があるならね！,,150,
shell_promode_off,プロモード：オフ,,32,
shell_promode_on,プロモード：オン,,32,
shell_promode_prompt,このスポーツの<style=action>プロモード</style>に挑戦する準備はいい？\nゴールドまたはプラチナメダルを獲得して実力を証明しよう。,,150,
shell_promode_unlocked,プロモードがアンロックされました！,,32,
shell_quit,終了,,15,
shell_reconnect_main_message,P1コントローラーに再接続して続ける。,,150,P1 stands for player 1
shell_gameselect,ゲーム選択,,32,
shell_reset,<icon=button>リセット,,32,Do not translate text between < >
shell_restart,やり直し,,24,
shell_resume,再開,,24,
shell_rhythmracket,リズムラケット,,32,
shell_rr_team_select,プレイヤー1、チームを選んでください！,,75,
shell_rr_options,リズムラケットオプション,,32,
shell_rr_hearts,ハート,,24,
shell_song,ソング,,24,
shell_rr_song_1,ワン,,15,
shell_rr_song_2,ツー,,15,
shell_rr_song_3,スリー,,15,
shell_stage,ステージ,,24,
shell_rr_arena,アリーナ,,24,
shell_rr_arena_1,ワン,,15,
shell_rr_arena_2,ツー ,,15,
shell_rr_arena_3,スリー,,15,
shell_rr_arena_random,ランダム,,15,
shell_rr_teams,モード,,24,
shell_rr_teams_1v1,1対1,,15,
shell_rr_teams_2v2,2対2,,15,
shell_rr_teams_f4a,フリー4オール,,15,
shell_rr_ai_difficulty,ロボットスキル,,24,CPU stands for computer player
shell_save,セーブ,,24,
shell_save_slot,セーブスロット,,32,
shell_select,<icon=button><icon=arrow>,,24,
shell_select_slots,セーブを選択,,24,
shell_single_player,プレイ！,,24,
shell_slot_confirm,確認,,24,
shell_slot_delete,消去,,24,
shell_s_adv_bombs,バクダン,,24,
shell_s_adv_dirchange,方向スイッチ,,24,
shell_s_adv_sfasts,ナブズ,,24,character name
shell_s_adv_sslows,ワブワブ,,24,character name
shell_s_adv_tempo,スピードアッパー,,24,
shell_s_adv_nubbs,ナブジファイアー,,24,
shell_s_basic,ベーシック,,15,
shell_s_connect,スマホをリンクさせて参加,,0,
shell_s_firsttime,バディボールへようこそ,,32,
shell_s_header,バディボール,,32,
shell_s_options,オプション,,32,
shell_s_play,<icon=button>プレイ,,24,Do not translate text between < >
shell_s_player1,プレイヤー1,,20,
shell_s_player2,プレイヤー2,,20,
shell_s_player3,プレイヤー3,,20,
shell_s_player4,プレイヤー4,,20,
shell_s_ready,準備完了！,,24,
shell_s_speed,スピード,,24,
shell_s_speed_fast,速い,,15,
shell_s_speed_med,普通,,15,
shell_s_speed_slow,遅い,,15,
shell_stylin,スタイル中...,,15,
shell_s_start,長押しして開始,,40,
shell_s_supreme,超すごい,,15,the hardest difficult
shell_s_trickiness,難易度,,24,title for section in which players choose difficulty
shell_s_tricky,すごい,,15,difficulty level but not the hardest
shell_s_waiting,他のプレイヤーを待っています,,32,
shell_s_wins,勝利,,24,
shell_t_practice,練習,,20,
shell_tapper_controls,ワッキーバット操作,,32,
shell_tapper_controls_hit,打つ,,24,
shell_tapper_controls_move,レーン変更,,24,
shell_tapper_practice,練習,,20,
shell_tier_01,ホーム,,20,
shell_tier_02,アウェイ,,20,
shell_tier_03,スーパーアウェイ,,20,
shell_tier_04,冬,,20,
shell_title_start,スタート！,,15,
shell_tutorial,遊び方,,20,
shell_tutorial_avsync,音と映像がシンクロしていると感じるように、スライダーを左右に動かして調整してください 終わったら「次へ」を選択してください。\nこれらの設定はSwitchドック使用時のみ有効になります。,call out that its for docked mode,200,Don't translate \n
shell_volleyball,ネットボール,,32,
shell_welcome_msg,やあ。僕は<style=action>ワブワブ</style>。ようこそ<style=action>ミュージカリアの銀河系へ！</style> \n何もかもが音楽的なんだ。,,270,Don't translate \n
shell_welcome_title,ようこそ！,,32,
squash_results_title_win,バディボールのチャンピオン！,,40,
squash_round_complete,ラウンド完了,,40,
squash_starting_round,ラウンド開始,,40,
streak_label,連鎖,,24,
tapper_results_title_win,その調子だ！,,32,
time_am,AM,,6,morning
time_format,%l:%i %p,,8,
time_pm,PM,,6,evening
timing_early,はやい,,16,
timing_late,おそい,,16,
shell_ok,OK,,24,
tutorial_ft_tap_continue,ホールド！,,24,
tutorial_golf_charge_hold,<style=name>ジャンプ中のニブルス</style>にボールを与えるには、歌い出した時に<style=action>押して</style><style=action>ホールド</style> <icon=swingbutton>。そしてジャンプした時に<style=action>離す</style>んだ。,,250,Do not translate text between < >
tutorial_g_aiming,<icon=thumbstick>で別の島を狙えるよ。,,250,Do not translate text between < >
tutorial_g_ballsandbanking,各ラウンドで5個の追加のボールをもらえる。使わなかったボールは<style=name>ボーナスポイント</style>になるから無駄遣いしないでね！,,250,Do not translate text between < >
tutorial_g_bonus,[BUG THIS],,250,
tutorial_g_bonusround,残ったボールは全部、このお腹を空かせたニブズにあげて<style=name>ボーナスポイント</style>をゲットしよう。,,250,Do not translate text between < >
tutorial_g_island,特定のニブズを狙う必要はない。<style=name>島を狙って</style>。,,250,Do not translate text between < >
tutorial_g_jumpers,[BUG THIS],,250,
tutorial_g_pinky,これがお腹を空かせた<style=name>ニブズ</style>。ニブズが歌ったら<icon=swingbutton>を押して食べさせよう。 ,,250,Do not translate text between < >
tutorial_g_preview,まずはパターンを<style=name>よく見て聞いてみよう</style>。そのあと、<style=name>2回挑戦して</style>ニブズの空腹を満たしてね。,,250,Do not translate text between < >
tutorial_g_standardhits,お腹を空かせた<style=name>ニブズ</style>の口が開いた瞬間にボールが到達するように、<icon=swingbutton>を押してスイングしたりボールを打ったりしよう。,,250,Do not translate text between < >
tutorial_g_streaking,一度きりの挑戦で全てのニブズの空腹を満たすと<style=name>最大の</style>スコアを獲得できる。,,250,
tutorial_g_mp_intro,マルチプレイのゴブルゴルフでは、<style=red>赤のスラッガー</style>が打つとボールが<style=red>赤</style>になり、<style=blue>青のスラッガー</style>が打つと、ボールは<style=blue>青</style>になるよ。,,250,
tutorial_g_mp_redblue,注意して:<style=red>赤のニブズ</style>は<style=red>赤いボール</style>しか食べないし、<style=blue>青のニブズ</style>は<style=blue>青いボール</style>しか食べない。 ,,250,Do not translate text between < >
tutorial_g_mp_combo,このニブズを見かけたら、<style=action>同時に</style>ボールを打ってね。チームワークだよ！\nスラッガー、がんばって！,,250,Do not translate text between < >
tutorial_howtoplay,遊び方：,,250,
tutorial_pro_click,ヒント：スウィング[BUG THIS - msg to be cut]の代わりに<style=action>クリック</style>でボールを打つこともできるよ。,,250,Do not translate text between < >
tutorial_r_intro,勝つには、自分のゴールにボールが入らないように<style=action>ブロック</style>しながら、相手のゴールにボールを<style=action>打ち込む</style>ことが大切！,,250,
tutorial_r_block,<icon=thumbstick>を動かしてボールを<style=name>ブロック</style>。ブロックしたら、スラッガーは自動的にボールを<style=name>バント</style>するよ。,,250,Do not translate text between < >
tutorial_r_kickups,<style=action>パワーショット</style>を行うには、<icon=setbutton> を押してボールを<style=name>セット</style>し、 地面に着くと同時に<icon=swingbutton>で打とう。\n\nヒント: ビートをよく聞いて！,,250,Do not translate text between < >
tutorial_r_aiming,ボールが空中にあるときに、<icon=thumbstick>を使って狙いを定めよう。,,250,Do not translate text between < >
tutorial_r_spitters,がついたニブズを狙おう。最後にサーブするかボールを打ったプレイヤーが<style=name>全ての</style>ニブズをコントロールできる。\n\n<icon=thumbstick>で<style=action>ニブズを狙おう</style>。 ,,250,Do not translate text between < >
tutorial_r_spitters_powershot,ニブズは自動的に飛び出すけど、ビートに合わせて<icon=swingbutton>を押すとパワフルなショットが可能になるんだ！,,250,Do not translate text between < >
tutorial_r_powershot,ボールが自分に到達した瞬間に<icon=swingbutton>を押すと、通常よりもパワフルなショットが可能になるよ！,,250,Do not translate text between < >
tutorial_r_powerups,実際の対戦中は、当たると特別なチャレンジセクションが現れるパワーアップを見かけることがあるよ。そんなときにこのようなスキルが役立つんだ！,,250,
tutorial_streak,<style=action>連鎖</style>を達成するには、ボールを逃さずに、必要な時だけスイングすることが大事。\n\n最高連鎖でスコアのブーストを狙えるよ！,,250,Do not translate text between < >
tutorial_swing,<icon=swingbutton>を押してボールをヒット。音楽に合わせてスイングして、<style=name>マックススコアを狙おう</style>。,,250,Do not translate text between < >
tutorial_v_spikes,時にはボールを<style=name>スパイク</style>する必要もある。観客の声をよく聴いてタイミングを合わせてね。\n\n<style=action>「3-2-1-ゴー！」</style>,,250,
tutorial_s_bombs,バクダンは厄介です。 打ってしまうと、ハートが1個減ります。,,250,
tutorial_s_directsh,これを打つと、ゲームの方向を変えることができる。  ,,250,
tutorial_s_fast,<style=name>スクイブ</style>は少し速いボールを打ってくる。,,250,Do not translate text between < >
tutorial_s_items,スペシャルアイテムに注意して。いろんな効果があるよ。,,250,
tutorial_s_medium,<style=name>ニブズ</style>はかなりゆっくりとしたボールを打ってくる。,,250,Do not translate text between < >
tutorial_s_speedup,このアイテムを打つと、スピードが速くなるよ。,,250,
tutorial_s_superfast,<style=name>ナブズ</style>がはとても速いボールを打つ。不意をつかれないようにね！,,250,Do not translate text between < >
tutorial_s_superslow,このハンサムボーイに向かってボールを打つと、彼は次のスラッガーへとゆっくりと上手に打ってくれる。,,250,
tutorial_s_swipe,プレイするには<icon=thumbstick>で<style=action>狙って</style>、 <icon=swingbutton>を押してボールを<style=action>ヒット</style>。,,250,Do not translate text between < >
tutorial_s_winning,スラッガーはライフが尽きてしまったらそこでアウト。 最後まで残ったスラッガーが勝者だ！,,250,
tutorial_s_nubbsify,これを打ってアクションを<style=name>ナブズ化</style>しよう。,,250,Do not translate text between < >
tutorial_t_laneswitch,<icon=thumbstick>を使って、レーンの左から右へ移動しよう。,,250,Do not translate text between < >
tutorial_t_mp_colors,<style=red>赤のニブズ</style>は<style=red>赤いボールを</style>投げ、<style=blue>青のニブズ</style>は<style=blue>青いボール</style>を投げてくる。自分の色に合ったボールだけを打とう！,,250,Do not translate text between < >
tutorial_t_mp_unstack,一番上のスラッガーは、下のスラッガーが動いていない間にレーンの外に出ることで飛び降りることができる。\n\n仲間と話し合って作戦を立てよう！,,250,
tutorial_t_mp_stacking,浮くことができるニブズもいる！\n高いボールを打つ時は、1人が他のスラッガーのレーンに移動することで<style=action>上に飛び乗る</style>んだ。  ,,250,Do not translate text between < >
tutorial_t_mp_stackswitch,スタックの一番上にいるプレイヤーは、<icon=thumb_down>をフリックして下に移動できるよ。,,250,Do not translate text between < >
tutorial_t_mp_stackmove,下のスラッガーが動くと、両方のスラッガーが動くよ。 ,,250,
tutorial_t_lobs,ビッグバオス</style>はとてもとても高いボールを投げるから、 忘れないでね！,,250,Do not translate text between < >
tutorial_t_octo,<style=name>スローボット</style>のワイルドピッチに注意して。タイミングのいいスイングでホームランを狙おう！,,250,Do not translate text between < >
tutorial_t_mp_intro,2人のスラッガーによるワッキーバットには特別なルールがあるよ！,,250,
tutorial_v_spike_swing,<style=action>打って！</style>,,250,Do not translate text between < >
tutorial_v_superfast,これが出たら要注意！ 速いボールが飛んで来るよ。,,250,
volleyball_results_title_win,見事なスパイク！,,24,
wins_label,勝利数:,,24,
toasty_drumsolo,ドラムソロ！,,24,
toasty_serve,サーブして,,24,
toasty_soclose,近い,,24,
toasty_hello,ハロー？,,24,
toasty_selfown,うわぁ！,,24,
toasty_pizza,パーティー！,,24,
toasty_boink,リセット！,,24,
songtitle_glee,スクイブの喜び,,32,song title
songtitle_shopping,ワブワブのショッピング,,32,song title
songtitle_bump,バンプ,,32,song title
songtitle_tubular,菅楽器のテンポ,,32,song title
songtitle_rocket,ロケットライダー,,32,song title
songtitle_interstellar,インターステラーVIP,,32,song title
