token,value,,character limit, comment
loading_all_8,Les visiteurs de la Galaxie Muzicalia peuvent diner au Superbe Souper du Port.,,150,
loading_avsync,"Si la musique et les effets visuels paraissent désynchronisés, visitez l'écran Calibration pour corriger ce problème à tout moment.",,150,
loading_clicktohit,Jouez avec les contrôles de mouvement pour du sport ultime !,,150,
loading_shadows,Regardez les ombres au sol pour ne rater aucune des balles hautes de Big Baoz.,,150,
loading_throbot,Visitez l'Entrainement pour maitriser les lancers spéciaux de Thro-bot.,,150,
loading_wiggle,Les Nibbzes font toujours la même chose avant de chanter.,,150,
loading_g_chill,"Asseyez-vous, détendez-vous et préparez-vous pour l'Englouti-Golf",,150,
loading_g_diet,Les Nibbzes sont connus pour être les plus grands gourmets de la galaxie Muzicalia.,,150,
loading_stacking,"En multijoueur, le slugger du haut peut appuyer sur <icon=thumb_down> pour sauter vers le bas.",,150,Do not translate text between < >
loading_v_wubwub,"Si Wubwub vous envoie la balle, préparez-vous pour un smash explosif !",,150,
loading_v_squibz,« Un jour sans Balle au filet est un jour sans joie. » - Ancien proverbe Squibzien,,150,
loading_s_wicked,Essayez de régler la difficulté sur « Malade » si vous êtes prêt à relever le défi.,,150,
load_failed_message,Échec du chargement de l'emplacement de sauvegarde sélectionné.,,150,
meet_slugger,Voici Lil.  C'est une slugger.,,45,"slugger is what we call the human characters you play in the game, adorable little athletes"
month_april,Avril,,12,
month_august,Août,,12,
month_december,Décembre,,12,
month_february,Février,,12,
month_january,Janvier,,12,
month_july,Juillet,,12,
month_june,Juin,,12,
month_march,Mars,,12,
month_may,Mai,,12,
month_november,Novembre,,12,
month_october,Octobre,,12,
month_september,Septembre,,12,
mp_options,Options multijoueur,,32,
network_error,Erreur réseau,,24,
preview_skip,Rejeter aperçu <icon=L>/<icon=R>,,12,
preview_watch,Regardez et écoutez,,20,
prompt_1lane,<icon=thumbstick>,,4,
prompt_1lane_left,<icon=thumb_left>,,4,
prompt_1lane_right,<icon=thumb_left>,,4,
prompt_2lanes,[BUG THIS],,,
prompt_2lanes_left,<icon=thumb_left>,,4,
prompt_balloonfill,Gavez-le !,,20,
prompt_chargehit,Appuyer sur <icon=swingbutton> et maintenir,,34,Do not translate text between < >
prompt_clickhit,<icon=swingbutton>,,34,
prompt_fastgoldie,Attention ! ,,34,
prompt_g_hitleft,<icon=thumb_left><icon=swingbutton>,,34,
prompt_g_hitright,<icon=thumb_right><icon=swingbutton>,,34,
prompt_g_hitstraight,<icon=thumb_forward><icon=swingbutton>,,34,
prompt_lobs,En approche !,,34,
prompt_lowballs,Plus beaucoup de balles,,34,
prompt_swinghit,Frappe,,34,
prompt_swingorclick,<icon=swingbutton>,,34,
prompt_swipe,Swipe[BUG THIS],,,
prompt_swipeortap,Swipe or Tap[BUG THIS],,,
prompt_tap,Tap[BUG THIS],,,
results_bronze3,Parfait !,,34,
results_celebrate,<icon=button>Célébrez !,,24,Do not translate text between < >
results_certif,Certificat de participation,,30,
results_profilename,%s,,24,
results_total,Total,,24,
results_misses,Échecs,,24,
results_hits,Frappes,,24,
results_early_late_label,Trop tôt / tard,,24,
results_gear_equip_help,Vous pouvez équiper cet objet sur l'écran Choix du niveau à tout moment.,,150,
results_gear_equip_no,Équiper plus tard,,24,
results_gear_equip_yes,Équiper maintenant,,24,
results_gear_unlocked_title,Vous avez de l'équipement !,,32,
results_high_score_label,Meilleur score,,24,
results_main_menu,Choix du niveau,,24,
results_msg_bronze1,Vous allez y arriver !,,34,
results_msg_bronze2,Bon travail !,,34,
results_msg_bronze3,Ça suffira !,,34,
results_msg_gold1,Ouah !,,34,
results_msg_gold2,Impressionnant !,,34,
results_msg_gold3,Performance de champion !,,34,
results_msg_particip1,Merci de jouer !,,34,
results_msg_particip2,C'était marrant !,,34,
results_msg_particip3,Vous pouvez y arriver !,,34,
results_msg_particip4,C'était pas mal !,,34,
results_msg_plat1,Lil présidente !,,34,
results_msg_plat2,L'heure de faire la fête,,34,
results_msg_plat3,Parfait.,,34,
results_msg_plat4,BUUUUUUUUUUUUUUUUUUUT !,,34,
results_msg_silv1,C'était super !,,34,
results_msg_silv2,Super boulot !,,34,
results_msg_silv3,C'est ça !,,34,
results_msg_squash,Champions de La Balle entre amis !,,34,
results_newbest,Nouveau record,,24,
results_nextunlock,Récompense suivante,,24,
results_next_level,Prochain niveau,,24,
results_particip,Certificat de participation,,24,
results_perfect_label,Parfait,,24,
results_perfect_label_with_star,<icon=star>Parfait,,24,Do not translate text between < >
results_play_again,Encore,,24,
results_score_label,Score,,24,
results_streak_label,Meilleure série,,24,
results_s_replay,Rejouer,X,24,
round,Tour,,24,
rr_pizza_mssg,!!! PIZZA !!!,,20,
rr_sax_mssg,ATTRAPEZ LES CŒURS !,,20,
rr_hot_potato_mssg,ATTENTION !!!,,20,
save_failed_message,Échec de la sauvegarde de la progression.,,150,
shell_avsync,Synchronisation A/V,,32,
shell_avsync_prompt,"C'est votre première partie, alors adaptons Super Beat Sports à votre installation matérielle.",,150,
shell_avsync_reminder,"Si la musique et les effets visuels paraissent désynchronisés, visitez l'écran Paramètres pour corriger ce problème à tout moment.",,150,
shell_baseball,Batte folle,,32,
shell_buddyball,La Balle entre amis,,32,
shell_calibration_message,"Est-ce que ce que vous voyez ne correspond pas à ce que vous entendez ? Allez dans les OPTIONS, puis SYNCHRONISATION A/V pour ajuster les paramètres.",,150,
shell_comingsoon,Prochainement,,24,
shell_confirm_delete_profile,Confirmer la suppression de cette sauvegarde ?,,50,
shell_confirm_no,Non,,24,
shell_confirm_okay,Ok,,24,
shell_confirm_yes,Oui,,24,
shell_connected_players,Joueurs connectés :,,24,
shell_continue,Continuer,,24,
shell_controller,<icon=button>Changer de manette,,30,Do not translate text between < >
shell_controller_hold_grip,<icon=button>[maintenir] Changer de prise,,30,Do not translate text between < >
shell_controller_pause,Changer de manette,,30,
shell_controls,Contrôles Batte folle,,24,
shell_credits,Crédits,,32,
shell_disconnect_continue,Continuer avec %d joueurs,,150,Do not translate %d
shell_disconnect_title,Déconnecté !,,24,
shell_press_L_R,Appuyez sur <icon=swingbutton>,,32,Do not translate text between < >
shell_eula,CLUF,,4,This stands for End User License Agreement
shell_eula_long,Contrat de Licence d'Utilisateur Final - http://www.superbeatsports.com/superEULA,,,Do not translate web address
shell_gear,Mon slugger,,32,
shell_gear_bat,Batte,,16,
shell_gear_outfit,Tenue,,16,
shell_gear_outfit_color,Couleur,,32,
shell_gear_save,Appliquer,,32,
shell_gear_unsaved_changes,Vous n'avez pas sauvegardé les modifications apportées à votre slugger. Continuer sans sauvegarder ?,,150,
shell_golf,Englouti-Golf,,32,
shell_how_to_play,Comment jouer,,24,
shell_inputlag_fail,On dirait qu'on va devoir réessayer. Vous êtes prêt ?,,150,
shell_inputlag_prompt,<style=action>Appuyez</style> sur <icon=swingbutton> chaque fois que la balle touche.,,150,Do not translate text between < >
shell_inputlag_success,"Génial, vous êtes prêt à jouer !",,150,
shell_joy_con_grip,<icon=joy_con_solo>Changer de prise,,32,Do not translate text between < >
shell_joy_con_grip_disabled,Changer de prise,,32,
shell_leaderboards,Classements,,,
shell_legal,Juridique,,32,
shell_level_select,Choix du niveau,,32,
level_label_normal,Normal,,32,
level_label_standard,Normal,,,
level_label_pro,Pro,,32,
shell_loading,Chargement,,24,
shell_love_prompt,Rendez-vous sur l'écran <style=name>Mon slugger</style> pour de nouveaux équipements !,,,Do not translate text between < >
shell_main_menu,Menu principal,,32,
shell_menu_back,<icon=arrow><icon=button>,,32,
shell_menu_settings,Options,,32,
shell_menu_title,Écran titre,,32,
shell_motion_off,Mouvement désactivé,,24,
shell_motion_on,Mouvement activé,,24,
shell_motion_swing,<icon=button>Activer Mvt de frappe,,24,Do not translate text between < >
shell_motion_swing_state,<icon=checkmark>Mvt de frappe,,24,Do not translate text between < >
shell_mp_advanced,Personnalisé,,24,
shell_mp_connect,Se connecter pour jouer,,24,
shell_mp_custom_tricky,Personnalisé,,24,
shell_mp_join_download,Télécharger :,,32,
shell_mp_join_host,Réseau :,,32,
shell_mp_join_p1,J1,,4,"this stands for player 1, as the subsequent cells"
shell_mp_join_p2,J2,,4,
shell_mp_join_p3,J3,,4,
shell_mp_join_p4,J4,,4,
shell_tier1,Palier 1,,20,
shell_tier2,Palier 2,,20,
shell_tier3,Palier 3,,20,
shell_tier4,Palier 4,,20,
shell_tier5,Palier 5,,20,
shell_tier6,Palier 6,,20,
shell_tier7,Palier 7,,20,
shell_tier8,Palier 8,,20,
shell_tier9,Palier 9,,20,
shell_mp_play,Jouer !,,20,
shell_mp_ready,Prêt !,,20,
shell_mp_start,Choisissez Jouer une fois prêt,,30,
shell_s2s_refresh,<icon=button>Actualiser,,20,Do not translate text between < >
shell_s2s_available,Salles disponibles,,20,
shell_s2s_createroom,Créer une salle,,20,
shell_s2s_roomname,Salle de %s,,32,"do not translate %s as it will show a user's name, but do make this phrase possessive"
shell_s2s_searching,Recherche de salles...,,32,
shell_s2s_connectedplrs,Joueurs connectés,,32,
shell_mp_waiting,Attente...,,20,
shell_multi_player,Local,,32,
shell_clarify_play,1-4 joueurs sur cette console,,35,
shell_clarify_local,Rejoindre les joueurs proches,,35,
shell_s2s_icon,<icon=switchtoswitch>,,4,
shell_switch_icon,<icon=switch_icon>,,4,
shell_new,Nouveau,,12,
shell_new_save,Nouveau,,12,
shell_next,<icon=button>Suivant,,12,Do not translate text between < >
shell_nogear_prompt,Gagnez plus de médailles pour débloquer les tenues et les battes pour votre slugger.,,150,
shell_option_off,Désactivé,,12,
shell_option_on,Activé,,12,
shell_options,Options,,32,
shell_pause_quit_message,Archi-sûr de vouloir quitter ?,,150,
shell_pause_restart_message,Archi-sûr de vouloir redémarrer ?,,150,
shell_pause_title,En pause,,32,
shell_pause_tutorial_message,Réinitialiser les messages d'aide en jeu ?,,150,
shell_player_done,Terminé,,15,
shell_player_edit,Modifier,,15,
shell_team,Équipe,,24,
shell_player_editing,Modification,,20,
shell_player_join,Rejoindre,,20,
shell_player_waiting,Attente,,20,
shell_profile_slot_1,1,,1,
shell_profile_slot_2,2,,1,
shell_profile_slot_3,3,,1,
shell_levelselect_sp,Niveaux à un joueur,,32,
shell_levelselect_mp,Niveaux en multijoueur,,32,
shell_levelselect_sp_pro,Niveaux pro à un joueur,,32,
shell_levelselect_mp_pro,Niveaux pro en multijoueur,,32,
shell_promode,<icon=button>Mode pro,,37,Do not translate text between < >
shell_promode_message,"En gagnant cette médaille, vous avez débloqué le <style=action>Mode Pro</style> !\nPassez en Mode Pro dans le menu de choix du niveau... si vous vous en sentez capable !",,150,
shell_promode_off,Mode Pro désactivé,,32,
shell_promode_on,Mode Pro activé,,32,
shell_promode_prompt,Vous vous sentez prêt pour le <style=action>Mode Pro</style> de ce sport ?\nProuvez-le en obtenant la médaille d'OR ou de PLATINE.,,150,
shell_promode_unlocked,Mode Pro débloqué !,,32,
shell_quit,Quitter,,15,
shell_reconnect_main_message,Reconnectez la manette du joueur 1 pour continuer.,,150,P1 stands for player 1
shell_gameselect,Choix du jeu,,32,
shell_reset,<icon=button>Réinitialiser,,32,Do not translate text between < >
shell_restart,Redémarrer,,24,
shell_resume,Reprendre,,24,
shell_rhythmracket,Raquette rythmique,,32,
shell_rr_team_select,"Joueur 1, choisissez vos équipes !",,75,
shell_rr_options,Options de Raquette rythmique,,32,
shell_rr_hearts,Cœurs,,24,
shell_song,Chanson,,24,
shell_rr_song_1,Un,,15,
shell_rr_song_2,Deux,,15,
shell_rr_song_3,Trois,,15,
shell_stage,Niveau,,24,
shell_rr_arena,Arène,,24,
shell_rr_arena_1,Un,,15,
shell_rr_arena_2,Deux ,,15,
shell_rr_arena_3,Trois,,15,
shell_rr_arena_random,Aléatoire,,15,
shell_rr_teams,Mode,,24,
shell_rr_teams_1v1,1 contre 1,,15,
shell_rr_teams_2v2,2v2,,15,
shell_rr_teams_f4a,Chacun pour soi,,15,
shell_rr_ai_difficulty,Habileté robots,,24,CPU stands for computer player
shell_save,Sauvegarder,,24,
shell_save_slot,Emplacement de sauvegarde,,32,
shell_select,<icon=button><icon=arrow>,,24,
shell_select_slots,Sélection de sauvegarde,,24,
shell_single_player,Jouer !,,24,
shell_slot_confirm,Confirmer,,24,
shell_slot_delete,Supprimer,,24,
shell_s_adv_bombs,Bombes,,24,
shell_s_adv_dirchange,Changeurs de direction,,24,
shell_s_adv_sfasts,Nubz,,24,character name
shell_s_adv_sslows,Wubwub,,24,character name
shell_s_adv_tempo,Accélérateurs,,24,
shell_s_adv_nubbs,Nubzifieurs,,24,
shell_s_basic,Basique,,15,
shell_s_connect,Connecter le téléphone pour rejoindre,,0,
shell_s_firsttime,Bienvenue à La Balle entre amis,,32,
shell_s_header,La Balle entre amis,,32,
shell_s_options,Options,,32,
shell_s_play,<icon=button>Jouer,,24,Do not translate text between < >
shell_s_player1,Joueur 1,,20,
shell_s_player2,Joueur 2,,20,
shell_s_player3,Joueur 3,,20,
shell_s_player4,Joueur 4,,20,
shell_s_ready,Prêt !,,24,
shell_s_speed,Vitesse,,24,
shell_s_speed_fast,Rapide,,15,
shell_s_speed_med,Moyenne,,15,
shell_s_speed_slow,Lente,,15,
shell_stylin,Stylisation,,15,
shell_s_start,Appuyer et maintenir pour démarrer,,40,
shell_s_supreme,Malade,,15,the hardest difficult
shell_s_trickiness,Difficulté,,24,title for section in which players choose difficulty
shell_s_tricky,Avancée,,15,difficulty level but not the hardest
shell_s_waiting,En attente d'autres joueurs,,32,
shell_s_wins,Victoires,,24,
shell_t_practice,Entrainement,,20,
shell_tapper_controls,Contrôles Batte folle,,32,
shell_tapper_controls_hit,Frapper,,24,
shell_tapper_controls_move,Changements de lignes,,24,
shell_tapper_practice,Entrainement,,20,
shell_tier_01,Planète mère,,20,
shell_tier_02,Lointaine,,20,
shell_tier_03,Très lointaine,,20,
shell_tier_04,Hiver,,20,
shell_title_start,Démarrer,,15,
shell_tutorial,Comment jouer,,20,
shell_tutorial_avsync,"Déplacez le curseur pour synchroniser le son et l'effet visuel, puis sélectionnez Suivant.\nCes paramètres ne s'appliquent que lorsque votre console est connectée à la station d'accueil.",call out that its for docked mode,200,Don't translate \n
shell_volleyball,Balle au filet,,32,
shell_welcome_msg,"Bonjour ! Je suis <style=action>WUBWUB</style>. Bienvenue dans la <style=action>Galaxie Muzicalia !</style> \nIci, tout est MUSICAL.",,270,Don't translate \n
shell_welcome_title,Bienvenue,,32,
squash_results_title_win,Champions de La Balle entre amis !,,40,
squash_round_complete,Tour terminé,,40,
squash_starting_round,Début du tour,,40,
streak_label,Série,,24,
tapper_results_title_win,Parfait !,,32,
time_am,AM,,6,morning
time_format,%l:%i %p,,8,
time_pm,PM,,6,evening
timing_early,Trop tôt,,16,
timing_late,Trop tard,,16,
shell_ok,Ok,,24,
tutorial_ft_tap_continue,Maintenez !,,24,
tutorial_golf_charge_hold,"Pour nourrir un <style=name>Nibbz sauteur</style>, <style=action>APPUYEZ SUR</style> et <style=action>MAINTENEZ</style> <icon=swingbutton> quand il commence à chanter, puis <style=action>RELÂCHEZ</style> quand il saute.",,250,Do not translate text between < >
tutorial_g_aiming,Viser des îles différentes avec <icon=thumbstick>.,,250,Do not translate text between < >
tutorial_g_ballsandbanking,"Vous obtenez 5 balles supplémentaires à chaque tour. Toutes les balles que vous n'utilisez pas vous donneront des <style=name>points bonus</style>, alors soyez économe !",,250,Do not translate text between < >
tutorial_g_bonus,[BUG THIS],,250,
tutorial_g_bonusround,Donnez rapidement vos balles restantes à ce petit Nibbz affamé pour recevoir des <style=name>points bonus</style>.,,250,Do not translate text between < >
tutorial_g_island,"Ne visez pas un Nibbz spécifique, contentez-vous de <style=name>viser la bonne île</style>.",,250,Do not translate text between < >
tutorial_g_jumpers,[BUG THIS],,250,
tutorial_g_pinky,"C'est un <style=name>Nibbz</style> affamé. Pour le nourrir, appuyez sur <icon=swingbutton> lorsqu'il chante. ",,250,Do not translate text between < >
tutorial_g_preview,"Pour chaque tour, vous aurez une chance <style=name>d'observer et d'écouter</style> la séquence. Ensuite, vous aurez <style=name>deux chances</style> pour nourrir tous les Nibbzes.",,250,Do not translate text between < >
tutorial_g_standardhits,Frappez la balle en appuyant sur <icon=swingbutton> pour que la balle atteigne un <style=name>Nibbz</style> dès que sa bouche s'ouvre.,,250,Do not translate text between < >
tutorial_g_streaking,Nourrissez tous les Nibbzes du premier coup pour <style=name>maximiser</style> votre score.,,250,
tutorial_g_mp_intro,"Dans Englouti-Golf, la balle devient <style=red>rouge</style> lorsque le <style=red>slugger rouge</style> la frappe, et <style=blue>bleue</style> lorsque le <style=blue>slugger bleu</style> la frappe.",,250,
tutorial_g_mp_redblue,"Méfiez-vous. Les <style=red>Nibbzes rouges</style> ne mangent que des <style=red>balles rouges</style>, et les <style=blue>Nibbzes bleus</style> ne mangent que des <style=blue>balles bleues</style>. ",,250,Do not translate text between < >
tutorial_g_mp_combo,"Lorsque vous voyez ce Nibbz, vous devrez frapper la balle ENSEMBLE <style=action>simultanément</style>. C'est ça le travail d'équipe ! \nBonne chance, sluggers !",,250,Do not translate text between < >
tutorial_howtoplay,Comment jouer :,,250,
tutorial_pro_click,"ASTUCE : si vous voulez, vous pouvez <style=action>cliquer</style> pour cogner la balle, au lieu de frapper[BUG THIS - msg to be cut]",,250,Do not translate text between < >
tutorial_r_intro,"Pour l'emporter, <style=action>BLOQUEZ</style> la balle en direction de votre but et <style=action>LANCEZ</style>-la dans celui de votre adversaire !",,250,
tutorial_r_block,"Déplacez <icon=thumbstick> pour <style=name>bloquer</style> la balle. Après un arrêt, le slugger fera automatiquement un <style=name>amorti</style>.",,250,Do not translate text between < >
tutorial_r_kickups,"Pour effectuer un <style=action>tir puissant</style>, appuyez sur <icon=setbutton> pour <style=name>placer</style> la balle et frappez ensuite avec <icon=swingbutton> une fois que la balle arrive. \n\nASTUCE : soyez attentif au rythme !",,250,Do not translate text between < >
tutorial_r_aiming,Utilisez <icon=thumbstick> pour viser pendant que les balles sont dans les airs.,,250,Do not translate text between < >
tutorial_r_spitters,Le dernier joueur à servir ou frapper la balle prend le contrôle de <style=name>tous</style> les Nibbzes.\n\n<style=action>Visez les Nibbzes</style> avec <icon=thumbstick>. ,,250,Do not translate text between < >
tutorial_r_spitters_powershot,"Les Nibbzes tireront automatiquement mais si vous appuyez sur <icon=swingbutton> en rythme, vous effectuerez un tir puissant !",,250,Do not translate text between < >
tutorial_r_powershot,Appuyez sur <icon=swingbutton> précisément quand la balle arrive à vous pour un tir puissant supplémentaire !,,250,Do not translate text between < >
tutorial_r_powerups,"Lorsque vous jouerez une vraie partie, vous verrez des bonus sur le terrain, qui déclencheront des sections de défi spéciales s'ils sont touchés. De telles techniques seront bien utiles !",,250,
tutorial_streak,"Pour obtenir une <style=action>série</style>, ne ratez aucune balle et ne frappez que lorsque c'est le moment. \n\nPlus votre série sera longue, plus votre score augmentera !",,250,Do not translate text between < >
tutorial_swing,Appuyez sur <icon=swingbutton> pour frapper la balle. Calez chaque frappe sur le rythme pour <style=name>maximiser votre score</style>.,,250,Do not translate text between < >
tutorial_v_spikes,"Parfois, vous aurez la possibilité de réaliser un <style=name>SMASH</style>. Écoutez la foule pour frapper au bon moment. \n\n<style=action>« 3... 2... 1... ALLEZ ! »</style>",,250,
tutorial_s_bombs,"Si vous frappez une <style=action>bombe</style>, vous perdrez 1 cœur.",,250,
tutorial_s_directsh,Frappez ceci pour changer la direction du jeu.  ,,250,
tutorial_s_fast,<style=name>Squibz</style> frappe la balle un peu plus vite.,,250,Do not translate text between < >
tutorial_s_items,Surveillez ces objets spéciaux. Ils ont tous des effets différents.,,250,
tutorial_s_medium,<style=name>Nibbz</style> frappe la balle plutôt lentement.,,250,Do not translate text between < >
tutorial_s_speedup,Frappez cet objet pour tout accélérer.,,250,
tutorial_s_superfast,<style=name>Nubz</style> frappe la balle TRÈS vite. Ne clignez pas des yeux !,,250,Do not translate text between < >
tutorial_s_superslow,"Si vous frappez la balle vers cette créature de rêve, elle fera un bon lancer lent au prochain slugger.",,250,
tutorial_s_swipe,"Pour jouer, <style=action>VISEZ</style> avec <icon=thumbstick> et appuyez sur <icon=swingbutton> pour <style=action>FRAPPER</style> la balle.",,250,Do not translate text between < >
tutorial_s_winning,"Lorsqu'un slugger n'a plus de vie, il est <style=name>éliminé</style>. Soyez le dernier slugger debout pour gagner !",,250,
tutorial_s_nubbsify,Frappez ceci pour <style=name>Nubzifier</style> l'action.,,250,Do not translate text between < >
tutorial_t_laneswitch,Utilisez <icon=thumbstick> pour aller sur les lignes de gauche et de droite.,,250,Do not translate text between < >
tutorial_t_mp_colors,Les <style=red>Nibbzes rouges</style> lancent des <style=red>balles rouges</style> et les <style=blue>Nibbzes bleus</style> lancent des <style=blue>balles bleues</style>. Ne frappez que les balles de votre couleur !,,250,Do not translate text between < >
tutorial_t_mp_unstack,Le slugger du dessus peut descendre en changeant de ligne tandis que le slugger du dessous reste immobile. \n\nParlez entre vous pour vous coordonner !,,250,
tutorial_t_mp_stacking,"Certains Nibbzes volent ! \nPour frapper leurs balles hautes, le slugger doit <style=action>sauter sur un autre</style> slugger en allant dans sa ligne.  ",,250,Do not translate text between < >
tutorial_t_mp_stackswitch,"Lorsque les sluggers sont empilés, celui du haut peut appuyer sur <icon=thumb_down> pour redescendre.",,250,Do not translate text between < >
tutorial_t_mp_stackmove,"Si le slugger du bas se déplace, les 2 sluggers se déplacent. ",,250,
