token,value,,character limit, comment
gear_outfit_rain,Impermeabile,,21,a rain or snowsuit
gear_outfit_soccer,Calcio d'inizio,,21,a soccer outfit
gear_outfit_space,Astronauta,,21,an astronaut suit
gear_outfit_squibbs,Stile da Squibz,,21,yet another alien outfit
gear_outfit_volleyball,Asso della pallavolo,,21,a volleyball outfit
gear_outfit_chicken,Pollastro,,21,a chicken outfit
gear_outfit_jockey,Fantino,,21,a jockey outfit
gear_outfit_lucha,Lottatore mascherato,,21,a luchador outfit
gear_outfit_robo,Tecnologia,,21,a robot outfit
gear_outfit_hockey,Hockey,,21,a hockey outfit
gear_outfit_dropmix,DROPMIX,,21,"A Harmonix IP, do not transalte"
gear_outfit_knight,Tavola rotonda,,21,a knight outfit
gear_outfit_mime,Mimo mitico,,21,a mime outfit
gear_skin,Pelle,,15,
golf_results_title_win,Bella mossa!,,34,
golf_ui_go,VIA!,,20,
golf_ui_lastchance,ULTIMA OCCASIONE!,,20,
golf_ui_listen,Ascolta... ,,20,
golf_ui_outofballs,A corto di palle... ,,20,
golf_ui_timesup,TEMPO SCADUTO!,,20,
results_normal_hits,Normali,,20,
results_charged_hits,Tiri in salto,,20,
kabam,Ka-BANG!,,20,
keep_local,Resta in locale,,23,
leaderboard_allsports,Tutti gli sport,,,
leaderboard_point,punto,,,
leaderboard_points,punti,,,
legal_preamble,"L'acquisto, il download, la riproduzione e/o l'utilizzo di Super Beat Sports implica l'accettazione di, e il tuo assenso a conformarti con le seguenti condizioni:",,,
legal_privacy_policy,Politica sulla privacy - http://www.superbeatsports.com/superprivacy,,,Do not translate web address
legal_tos,Termini di servizio - http://www.superbeatsports.com/superterms,,,Do not translate web address
loading_321,"Ascolta il conto alla rovescia "3, 2, 1!" per migliorare il tempismo delle tue schiacciate.",,150,
loading_all_1,"CONSIGLIO: fai un respiro profondo, credi in te stesso e fonditi con il ritmo.",,150,
loading_all_2,Guadagna delle medaglie migliori per sbloccare velocemente i premi.,,150,
loading_all_3,Metti in pausa il gioco per controllare i tuoi comandi.,,150,
loading_all_4,Ti sembra che il gioco vada a scatti? Controlla se il tuo televisore ha una modalità "gioco" o un'impostazione apposita e fai una prova.,,150,
loading_all_5,""Ora tu andrai là fuori e batterai tutti, in tutti gli sport!" \n- Massima quotidiana di Wubwub",,150,
loading_all_6,Per Wubwub è molto importante poter giocare con te.,,150,
loading_all_7,""Nubz, nubz nubz? Nubz! Nubz nubz nubz." - Nubz",,150,
loading_all_8,I visitatori di Muzicalia troveranno nei Super Beat Sports pane per i loro denti.,,150,
loading_avsync,"Se l'audio e il video ti sembrano fuori tempo, vai su Opzioni, seleziona Calibrazione e divertiti.",,150,
loading_clicktohit,Gioca con i sensori di movimento per un'esperienza di gioco unica.,,150,
loading_shadows,Osserva le ombre per terra per tenere d'occhio la traiettoria delle palle alte lanciate da Big Baoz.,,150,
loading_throbot,Dai un'occhiata al livello Pratica per riuscire padroneggiare i tiri complicati di Tirobot.,,150,
loading_wiggle,I Nibbz fanno sempre la stessa cosa prima di cantare.,,150,
loading_g_chill,"Siediti, rilassati e preparati per un po' di sano Golf a sbafo",,150,
loading_g_diet,I Nibbz sono conosciuti come i più grandi buongustai della galassia di Muzicalia.,,150,
loading_stacking,"Nella modalità multigiocatore, il battitore in cima al gruppo può premere <icon=thumb_down> per saltare in basso.",,150,Do not translate text between < >
loading_v_wubwub,"Se Wubwub ti passa la palla, preparati a schiacciare!",,150,
loading_v_squibz,"Un giorno senza Volopalla è un giorno triste." - Antico proverbio Squibz,,150,
loading_s_wicked,"Se sei in vena di sfide, imposta la complessità "Perfida".",,150,
load_failed_message,Caricamento dello slot di salvataggio selezionato fallito.,,150,
meet_slugger,Lei è Lil. È una battitrice.,,45,"slugger is what we call the human characters you play in the game, adorable little athletes"
month_april,Aprile,,12,
month_august,Agosto,,12,
month_december,Dicembre,,12,
month_february,Febbraio,,12,
month_january,Gennaio,,12,
month_july,Luglio,,12,
month_june,Giugno,,12,
month_march,Marzo,,12,
month_may,Maggio,,12,
month_november,Novembre,,12,
month_october,Ottobre,,12,
month_september,Settembre,,12,
mp_options,Opzioni multigiocatore,,32,
network_error,Errore di rete,,24,
preview_skip,Annulla anteprima <icon=L>/<icon=R>,,12,
preview_watch,Guarda e ascolta,,20,
prompt_1lane,<icon=thumbstick>,,4,
prompt_1lane_left,<icon=thumb_left>,,4,
prompt_1lane_right,<icon=thumb_left>,,4,
prompt_2lanes,[BUG THIS],,,
prompt_2lanes_left,<icon=thumb_left>,,4,
prompt_balloonfill,Riempili!,,20,
prompt_chargehit,Premi e tieni premuto <icon=swingbutton>,,34,Do not translate text between < >
prompt_clickhit,<icon=swingbutton>,,34,
prompt_fastgoldie,Attenzione! ,,34,
prompt_g_hitleft,<icon=thumb_left><icon=swingbutton>,,34,
prompt_g_hitright,<icon=thumb_right><icon=swingbutton>,,34,
prompt_g_hitstraight,<icon=thumb_forward><icon=swingbutton>,,34,
prompt_lobs,In arrivo!,,34,
prompt_lowballs,Poche palle,,34,
prompt_swinghit,Colpisci,,34,
prompt_swingorclick,<icon=swingbutton>,,34,
prompt_swipe,Swipe[BUG THIS],,,
prompt_swipeortap,Swipe or Tap[BUG THIS],,,
prompt_tap,Tap[BUG THIS],,,
results_bronze3,Bello!,,34,
results_celebrate,Festeggia <icon=button>!,,24,Do not translate text between < >
results_certif,Certificato di partecipazione,,30,
results_profilename,%s,,24,
results_total,Totale,,24,
results_misses,Mancate,,24,
results_hits,Colpite,,24,
results_early_late_label,Presto/Tardi,,24,
results_gear_equip_help,Puoi usare questo oggetto nella schermata Selezione livello in qualsiasi momento.,,150,
results_gear_equip_no,Usa più tardi,,24,
results_gear_equip_yes,Usa ora,,24,
results_gear_unlocked_title,Hai ottenuto l'equipaggiamento!,,32,
results_high_score_label,Record,,24,
results_main_menu,Selezione livello,,24,
results_msg_bronze1,Ce la puoi fare!,,34,
results_msg_bronze2,Ben fatto!,,34,
results_msg_bronze3,Bene così!,,34,
results_msg_gold1,Wow!,,34,
results_msg_gold2,Notevole!,,34,
results_msg_gold3,Prestazione da fuoriclasse!,,34,
results_msg_particip1,Grazie di aver giocato!,,34,
results_msg_particip2,È stato uno spasso!,,34,
results_msg_particip3,Puoi farcela!,,34,
results_msg_particip4,Non era male!,,34,
results_msg_plat1,Lil come presidente subito!,,34,
results_msg_plat2,È ora di festeggiare!,,34,
results_msg_plat3,Bello!,,34,
results_msg_plat4,GOOOOOOOOOOOOOOOOL!,,34,
results_msg_silv1,Fantastico!,,34,
results_msg_silv2,Bel lavoro!,,34,
results_msg_silv3,Così si fa!,,34,
results_msg_squash,Campioni di Pallamica!,,34,
results_newbest,Nuovo record,,24,
results_nextunlock,Prossimo premio,,24,
results_next_level,Prossimo livello,,24,
results_particip,Certificato di partecipazione,,24,
results_perfect_label,Perfetto,,24,
results_perfect_label_with_star,Perfetto <icon=star>,,24,Do not translate text between < >
results_play_again,Rigioca,,24,
results_score_label,Punteggio,,24,
results_streak_label,Miglior serie,,24,
results_s_replay,Replay,X,24,
round,Round,,24,
rr_pizza_mssg,PIZZA!!!,,20,
rr_sax_mssg,MIRA AL CUORE!!!,,20,
rr_hot_potato_mssg,ATTENZIONE!!!,,20,
save_failed_message,Salvataggio dei progressi fallito.,,150,
shell_avsync,Calibrazione,,32,
shell_avsync_prompt,"È la prima volta che giochi, perciò configuriamo Super Beat Sports per il tuo dispositivo.",,150,
shell_avsync_reminder,"Se audio e video non sono sincronizzati, regolali nella schermata Calibrazione in qualsiasi momento.",,150,
shell_baseball,Pazza mazza,,32,
shell_buddyball,Pallamica,,32,
shell_calibration_message,"Se quello che senti non è in sincrono con quello che vedi, vai su OPZIONI, seleziona CALIBRAZIONE e regola le tue impostazioni A/V.",,150,
shell_comingsoon,In arrivo,,24,
shell_confirm_delete_profile,Vuoi davvero cancellare questo salvataggio?,,50,
shell_confirm_no,No,,24,
shell_confirm_okay,OK,,24,
shell_confirm_yes,Sì,,24,
shell_connected_players,Giocatori connessi:,,24,
shell_continue,Continua,,24,
shell_controller,Cambia controller <icon=button>,,30,Do not translate text between < >
shell_controller_hold_grip,Cambia impugnatura <icon=button> [premuto],,30,Do not translate text between < >
shell_controller_pause,Cambia controller,,30,
shell_controls,Comandi di Pazza mazza,,24,
shell_credits,Riconoscimenti,,32,
shell_disconnect_continue,Continua con %d giocatori,,150,Do not translate %d
shell_disconnect_title,Disconnesso!,,24,
shell_press_L_R,Premi <icon=swingbutton>,,32,Do not translate text between < >
shell_eula,EULA,,4,This stands for End User License Agreement
shell_eula_long,Accordo di licenza con l'utente finale - http://www.superbeatsports.com/superEULA,,,Do not translate web address
shell_gear,Il mio battitore,,32,
shell_gear_bat,Mazza,,16,
shell_gear_outfit,Tenuta,,16,
shell_gear_outfit_color,Colore,,32,
shell_gear_save,Applica,,32,
shell_gear_unsaved_changes,Non hai salvato le modifiche del tuo battitore. Vuoi continuare senza salvare?,,150,
shell_golf,Golf a sbafo,,32,
shell_how_to_play,Come si gioca,,24,
shell_inputlag_fail,A quanto pare dobbiamo riprovare. Ci sei?,,150,
shell_inputlag_prompt,<style=action>Premi</style> <icon=swingbutton> ogni volta che la palla impatta.,,150,Do not translate text between < >
shell_inputlag_success,"Ottimo, ora puoi iniziare a giocare!",,150,
shell_joy_con_grip,Cambia impugnatura <icon=joy_con_solo>,,32,Do not translate text between < >
shell_joy_con_grip_disabled,Cambia impugnatura,,32,
shell_leaderboards,Classifiche,,,
shell_legal,Legale,,32,
shell_level_select,Selezione livello,,32,
level_label_normal,Normale,,32,
level_label_standard,Normale,,,
level_label_pro,Esperto,,32,
shell_loading,Caricamento,,24,
shell_love_prompt,Vai alla schermata <style=name>Il mio battitore</style> per ottenere nuovi equipaggiamenti!,,,Do not translate text between < >
shell_main_menu,Menu principale,,32,
shell_menu_back,<icon=arrow><icon=button>,,32,
shell_menu_settings,Opzioni,,32,
shell_menu_title,Schermata del titolo,,32,
shell_motion_off,Comandi di movimento: no,,24,
shell_motion_on,Comandi di movimento: sì,,24,
shell_motion_swing,Aziona oscillazione <icon=button>,,24,Do not translate text between < >
shell_motion_swing_state,Oscillazione <icon=checkmark>,,24,Do not translate text between < >
shell_mp_advanced,Personalizza,,24,
shell_mp_connect,Connettiti per giocare,,24,
shell_mp_custom_tricky,Personalizza,,24,
shell_mp_join_download,Download:,,32,
shell_mp_join_host,Rete:,,32,
shell_mp_join_p1,G1,,4,"this stands for player 1, as the subsequent cells"
shell_mp_join_p2,G2,,4,
shell_mp_join_p3,G3,,4,
shell_mp_join_p4,G4,,4,
shell_tier1,Livello 1,,20,
shell_tier2,Livello 2,,20,
shell_tier3,Livello 3,,20,
shell_tier4,Livello 4,,20,
shell_tier5,Livello 5,,20,
shell_tier6,Livello 6,,20,
shell_tier7,Livello 7,,20,
shell_tier8,Livello 8,,20,
shell_tier9,Livello 9,,20,
shell_mp_play,Gioca!,,20,
shell_mp_ready,Pronto!,,20,
shell_mp_start,Seleziona "Gioca" per iniziare,,30,
shell_s2s_refresh,Aggiorna <icon=button>,,20,Do not translate text between < >
shell_s2s_available,Stanze disponibili,,20,
shell_s2s_createroom,Crea stanza,,20,
shell_s2s_roomname,Stanza di %s,,32,"do not translate %s as it will show a user's name, but do make this phrase possessive"
shell_s2s_searching,Ricerca stanze...,,32,
shell_s2s_connectedplrs,Giocatori connessi,,32,
shell_mp_waiting,In attesa...,,20,
shell_multi_player,In locale,,32,
shell_clarify_play,1-4 giocatori su questa console,,35,
shell_clarify_local,Collegati con giocatori vicini,,35,
shell_s2s_icon,<icon=switchtoswitch>,,4,
shell_switch_icon,<icon=switch_icon>,,4,
shell_new,Nuovo,,12,
shell_new_save,Nuovo,,12,
shell_next,Avanti <icon=button>,,12,Do not translate text between < >
shell_nogear_prompt,Guadagna più medaglie per sbloccare tenute e mazze per il tuo Battitore.,,150,
shell_option_off,Sì,,12,
shell_option_on,No,,12,
shell_options,Opzioni,,32,
shell_pause_quit_message,Vuoi davvero abbandonare?,,150,
shell_pause_restart_message,Vuoi davvero ricominciare?,,150,
shell_pause_title,In pausa,,32,
shell_pause_tutorial_message,Ripristinare i messaggi di aiuto in gioco?,,150,
shell_player_done,Fatto,,15,
shell_player_edit,Modifica,,15,
shell_team,Squadra,,24,
shell_player_editing,Modifiche in corso,,20,
shell_player_join,Partecipa,,20,
shell_player_waiting,In attesa,,20,
shell_profile_slot_1,1,,1,
shell_profile_slot_2,2,,1,
shell_profile_slot_3,3,,1,
shell_levelselect_sp,Livelli giocatore singolo,,32,
shell_levelselect_mp,Livelli multigiocatore,,32,
shell_levelselect_sp_pro,Livelli gioc. singolo esperto,,32,
shell_levelselect_mp_pro,Livelli multigiocatore esperto,,32,
shell_promode,Modalità esperto <icon=button>,,37,Do not translate text between < >
shell_promode_message,"Con quella medaglia hai sbloccato la modalità esperto <style=action> di questo sport!</style>\nPassa alla modalità esperto nel menu di selezione livello, se credi di farcela!",,150,
shell_promode_off,Modalità esperto No,,32,
shell_promode_on,Modalità esperto Sì,,32,
shell_promode_prompt,Credi di potertela cavare con la <style=action>modalità esperto</style> di questo sport?\nDimostralo ottenendo una medaglia d'ORO o di PLATINO.,,150,
shell_promode_unlocked,Modalità esperto sbloccata!,,32,
shell_quit,Abbandona,,15,
shell_reconnect_main_message,Per continuare riconnetti il controller G1.,,150,P1 stands for player 1
shell_gameselect,Selezione gioco,,32,
shell_reset,Ripristina <icon=button>,,32,Do not translate text between < >
shell_restart,Ricomincia,,24,
shell_resume,Riprendi,,24,
shell_rhythmracket,Racchetta ritmica,,32,
shell_rr_team_select,"Giocatore 1, scegli le tue squadre!",,75,
shell_rr_options,Opzioni di Racchetta ritmica,,32,
shell_rr_hearts,Cuori,,24,
shell_song,Canzone,,24,
shell_rr_song_1,Uno,,15,
shell_rr_song_2,Due,,15,
shell_rr_song_3,Tre,,15,
shell_stage,Tappa,,24,
shell_rr_arena,Arena,,24,
shell_rr_arena_1,Uno,,15,
shell_rr_arena_2,Due ,,15,
shell_rr_arena_3,Tre,,15,
shell_rr_arena_random,Casuale,,15,
shell_rr_teams,Modalità,,24,
shell_rr_teams_1v1,1 contro 1,,15,
shell_rr_teams_2v2,2 contro 2,,15,
shell_rr_teams_f4a,Mischia,,15,
shell_rr_ai_difficulty,Abilità robot,,24,CPU stands for computer player
shell_save,Salva,,24,
shell_save_slot,Slot di salvataggio,,32,
shell_select,<icon=button><icon=arrow>,,24,
shell_select_slots,Selezione salvataggio,,24,
shell_single_player,Gioca!,,24,
shell_slot_confirm,Conferma,,24,
shell_slot_delete,Elimina,,24,
shell_s_adv_bombs,Bombe,,24,
shell_s_adv_dirchange,Modificatori direzionali,,24,
shell_s_adv_sfasts,Nubz,,24,character name
shell_s_adv_sslows,Wubwub,,24,character name
shell_s_adv_tempo,Velocizzatori,,24,
shell_s_adv_nubbs,Nubzificatori,,24,
shell_s_basic,Base,,15,
shell_s_connect,Collega il telefono per partecipare,,0,
shell_s_firsttime,Benvenuti a Pallamica,,32,
shell_s_header,Pallamica,,32,
shell_s_options,Opzioni,,32,
shell_s_play,Gioca <icon=button>,,24,Do not translate text between < >
shell_s_player1,Giocatore 1,,20,
shell_s_player2,Giocatore 2,,20,
shell_s_player3,Giocatore 3,,20,
shell_s_player4,Giocatore 4,,20,
shell_s_ready,Pronto!,,24,
shell_s_speed,Velocità,,24,
shell_s_speed_fast,Alta,,15,
shell_s_speed_med,Media,,15,
shell_s_speed_slow,Bassa,,15,
shell_stylin,Modifiche...,,15,
shell_s_start,Premi e tieni premuto per cominciare,,40,
shell_s_supreme,Perfida,,15,the hardest difficult
shell_s_trickiness,Complessità,,24,title for section in which players choose difficulty
shell_s_tricky,Avanzata,,15,difficulty level but not the hardest
shell_s_waiting,In attesa degli altri,,32,
shell_s_wins,Vittorie,,24,
shell_t_practice,Pratica,,20,
shell_tapper_controls,Comandi di Pazza mazza,,32,
shell_tapper_controls_hit,Colpire,,24,
shell_tapper_controls_move,Cambi di corsia,,24,
shell_tapper_practice,Pratica,,20,
shell_tier_01,In casa,,20,
shell_tier_02,Fuori,,20,
shell_tier_03,Molto fuori,,20,
shell_tier_04,Inverno,,20,
shell_title_start,Inizia!,,15,
shell_tutorial,Come si gioca,,20,
shell_tutorial_avsync,Sposta il cursore a sinistra o a destra per sincronizzare audio e video. Seleziona Avanti quando hai finito.\nLe impostazioni verranno applicate solo se la tua console è collegata alla base.,call out that its for docked mode,200,Don't translate \n
shell_volleyball,Volopalla,,32,
shell_welcome_msg,Ciao! Io sono <style=action>WUBWUB</style>. Ti do il benvenuto nella <style=action>galassia di Muzicalia!</style>\nQui tutto è così MUSICALE.,,270,Don't translate \n
shell_welcome_title,Benvenuti!,,32,
squash_results_title_win,Campioni di Pallamica!,,40,
squash_round_complete,Round completato,,40,
squash_starting_round,Inizia il round,,40,
streak_label,Serie,,24,
tapper_results_title_win,Così si fa!,,32,
time_am,AM,,6,morning
time_format,%l:%i %p,,8,
time_pm,PM,,6,evening
timing_early,PRESTO,,16,
timing_late,TARDI,,16,
shell_ok,OK,,24,
tutorial_ft_tap_continue,Tieni premuto!,,24,
tutorial_golf_charge_hold,"Per nutrire un <style=name>Nibbz salterino</style>, <style=action>PREMI</style> e <style=action>TIENI PREMUTO</style> <icon=swingbutton> quando inizia a cantare, poi <style=action>RILASCIA</style> quando salta.",,250,Do not translate text between < >
tutorial_g_aiming,Mira alle diverse isole con <icon=thumbstick>.,,250,Do not translate text between < >
tutorial_g_ballsandbanking,"Ricevi 5 palle in più a ogni round. Le palle che non usi vengono convertite in <style=name>punti bonus</style>, quindi cerca di risparmiarle!",,250,Do not translate text between < >
tutorial_g_bonus,[BUG THIS],,250,
tutorial_g_bonusround,Dai da mangiare le palle rimaste a questo ghiottone di un Nibbz per ottenere <style=name>punti bonus</style>.,,250,Do not translate text between < >
tutorial_g_island,"Non mirare a un Nibbz specifico, <style=name>concentrati sull'isola</style>.",,250,Do not translate text between < >
tutorial_g_jumpers,[BUG THIS],,250,
tutorial_g_pinky,"Questo è un <style=name>Nibbz</style> affamato. Per dargli da mangiare, premi <icon=swingbutton> quando canta. ",,250,Do not translate text between < >
tutorial_g_preview,"Prima di tutto, <style=name>guarda e ascolta</style> il motivo. Poi avrai <style=name>due tentativi</style> per dare da mangiare a tutti i Nibbz.",,250,Do not translate text between < >
tutorial_g_standardhits,"Oscilla o colpisci la palla premendo <icon=swingbutton>, in questo modo la palla arriverà dritta nel bocca aperta del <style=name>Nibbz</style>.",,250,Do not translate text between < >
tutorial_g_streaking,Dai da mangiare a tutti i Nibbz al primo colpo per <style=name>massimizzare</style> il tuo punteggio.,,250,
tutorial_g_mp_intro,"In Golf a sbafo multigiocatore, la palla diventa <style=red>rossa</style> quando la colpisce il <style=red>battitore rosso</style> e <style=blue>blu</style> quando la colpisce <style=blue>quello blu</style>.",,250,
tutorial_g_mp_redblue,Fai attenzione: i <style=red>Nibbz rossi</style> mangiano solo le <style=red>palle rosse</style> e i <style=blue>Nibbz blu</style> solo <style=blue>quelle blu</style>. ,,250,Do not translate text between < >
tutorial_g_mp_combo,"Quando vedete questo Nibbz, dovete colpire la palla <style=action>INSIEME</style>.\nBuona fortuna e lavoro di squadra!",,250,Do not translate text between < >
tutorial_howtoplay,Come si gioca:,,250,
tutorial_pro_click,"CONSIGLIO: se vuoi, puoi <style=action>cliccare</style> per colpire la palla, invece di oscillare.[BUG THIS - msg to be cut]",,250,Do not translate text between < >
tutorial_r_intro,"Per vincere, <style=action>PARA</style> la palla prima che entri nella tua porta e <style=action>COLPISCILA</style> per spedirla nella rete avversaria!",,250,
tutorial_r_block,"Muovi <icon=thumbstick> per <style=name>bloccare</style> la palla. Dopo aver fatto, il battitore la <style=name>smorzerà</style> automaticamente.",,250,Do not translate text between < >
tutorial_r_kickups,"Per eseguire un <style=action>Tiro potente</style>, premi <icon=setbutton> per <style=name>alzare</style> la palla, poi colpisci con <icon=swingbutton> non appena scende.\n\nCONSIGLIO: ascolta il ritmo!",,250,Do not translate text between < >
tutorial_r_aiming,Usa <icon=thumbstick> per mirare mentre la palla è in aria.,,250,Do not translate text between < >
tutorial_r_spitters,L'ultimo giocatore che serve o colpisce la palla prende il controllo di <style=name>tutti</style> i Nibbz.\n\n<style=action>Prendi di mira i Nibbz</style> con <icon=thumbstick>. ,,250,Do not translate text between < >
tutorial_r_spitters_powershot,"I Nibbz tirano in modo automatico, ma se premi <icon=swingbutton> seguendo il ritmo, il tiro sarà più potente!",,250,Do not translate text between < >
tutorial_r_powershot,Premi <icon=swingbutton> non appena arriva la palla per un tiro super potente!,,250,Do not translate text between < >
tutorial_r_powerups,"Quando giochi una vera partita, sul campo vedrai dei potenziamenti che, se colpiti, attivano le sfide speciali. Abilità come queste torneranno utili!",,250,
tutorial_streak,"Per dare il via a una <style=action>serie</style>, non mancare mai una palla e oscilla solo nel momento giusto.\n\nLa tua serie più lunga moltiplicherà il tuo punteggio!",,250,Do not translate text between < >
tutorial_swing,Premi <icon=swingbutton> per colpire la palla. Sincronizza ogni oscillazione con la musica per <style=name>massimizzare il tuo punteggio</style>.,,250,Do not translate text between < >
tutorial_v_spikes,A volte dovrai <style=name>SCHIACCIARE</style> la palla. Ascolta la folla per seguire il tempo.\n\n<style=action>"3-2-1-VIA!"</style>,,250,
tutorial_s_bombs,"Le bombe ti fanno male. Se le colpisci, perderai 1 cuore.",,250,
tutorial_s_directsh,Colpisci questo per cambiare la direzione di gioco.  ,,250,
tutorial_s_fast,<style=name>Squibz</style> colpirà la palla un po' più velocemente.,,250,Do not translate text between < >
tutorial_s_items,Fai attenzione a questi oggetti speciali. Hanno tutti effetti diversi.,,250,
tutorial_s_medium,<style=name>Nibbz</style> colpisce la palla molto lentamente.,,250,Do not translate text between < >
tutorial_s_speedup,Colpisci questo oggetto per accelerare tutto.,,250,
tutorial_s_superfast,<style=name>Nubz</style> colpisce la palla MOLTO velocemente. Non farti cogliere impreparato!,,250,Do not translate text between < >
tutorial_s_superslow,"Se lanci la palla a questo compagno affascinante, lui la passerà lentamente al prossimo battitore.",,250,
tutorial_s_swipe,"Per giocare, <style=action>MIRA</style> con <icon=thumbstick> e premi <icon=swingbutton> per <style=action>COLPIRE</style> la palla.",,250,Do not translate text between < >
tutorial_s_winning,"Quando un battitore esaurisce la salute, esce dal gioco. Resisti fino all'ultimo per vincere!",,250,
tutorial_s_nubbsify,Colpisci questo oggetto per <style=name>nubzificare</style> l'azione.,,250,Do not translate text between < >
tutorial_t_laneswitch,Usa <icon=thumbstick> per muoverti a destra e a sinistra tra le corsie.,,250,Do not translate text between < >
tutorial_t_mp_colors,I <style=red>Nibbz rossi</style> lanciano <style=red>palle rosse</style> e i <style=blue>Nibbz blu</style> lanciano <style=blue>palle blu</style>. Colpisci solo le palle che si abbinano al tuo colore!,,250,Do not translate text between < >
tutorial_t_mp_unstack,"Il battitore in cima può saltare giù uscendo dalla corsia, mentre il battitore in basso resta fermo. \n\nComunicate fra di voi per coordinarvi!",,250,
tutorial_t_mp_stacking,"Alcuni Nibbz galleggiano!\nPer colpire le palle più alte, un battitore deve <style=action>saltare sopra</style> a un altro spostandosi nella sua corsia.  ",,250,Do not translate text between < >
tutorial_t_mp_stackswitch,"Quando siete impilati, il battitore più in alto può sfiorare <icon=thumb_down> per saltare in basso.",,250,Do not translate text between < >
tutorial_t_mp_stackmove,"Quando si muove il battitore più in basso, si muovono entrambi i battitori. ",,250,
tutorial_t_lobs,<style=name>Big Baoz</style> lancia palle molto alte! Non dimenticarlo!,,250,Do not translate text between < >
tutorial_t_octo,Fai attenzione ai lanci sfrenati di <style=name>Tirobot</style>! Oscilla con il giusto tempismo per fare fuoricampo da paura!,,250,Do not translate text between < >
tutorial_t_mp_intro,"Quando si gioca in due a Pazza mazza, ci sono delle regole speciali!",,250,
tutorial_v_spike_swing,<style=action>COLPISCI!</style>,,250,Do not translate text between < >
