token,value,,character limit, comment
shell_motion_swing_state,<icon=checkmark> Mov. balanceo,,24,Do not translate text between < >
shell_mp_advanced,Personalizar,,24,
shell_mp_connect,Conectarse para jugar,,24,
shell_mp_custom_tricky,Personalizar,,24,
shell_mp_join_download,Descargar:,,32,
shell_mp_join_host,Red:,,32,
shell_mp_join_p1,J1,,4,"this stands for player 1, as the subsequent cells"
shell_mp_join_p2,J2,,4,
shell_mp_join_p3,J3,,4,
shell_mp_join_p4,J4,,4,
shell_tier1,Grupo 1,,20,
shell_tier2,Grupo 2,,20,
shell_tier3,Grupo 3,,20,
shell_tier4,Grupo 4,,20,
shell_tier5,Grupo 5,,20,
shell_tier6,Grupo 6,,20,
shell_tier7,Grupo 7,,20,
shell_tier8,Grupo 8,,20,
shell_tier9,Grupo 9,,20,
shell_mp_play,Jugar,,20,
shell_mp_ready,¡Listo!,,20,
shell_mp_start,Prepárate y selecciona Jugar,,30,
shell_s2s_refresh,<icon=button> Actualizar,,20,Do not translate text between < >
shell_s2s_available,Salas disponibles,,20,
shell_s2s_createroom,Crear sala,,20,
shell_s2s_roomname,Sala de %s,,32,"do not translate %s as it will show a user's name, but do make this phrase possessive"
shell_s2s_searching,Buscando salas...,,32,
shell_s2s_connectedplrs,Jugadores conectados,,32,
shell_mp_waiting,Esperando...,,20,
shell_multi_player,Local,,32,
shell_clarify_play,De 1 a 4 jugadores en esta consola,,35,
shell_clarify_local,Unirse a jugadores cercanos,,35,
shell_s2s_icon,<icon=switchtoswitch>,,4,
shell_switch_icon,<icon=switch_icon>,,4,
shell_new,Nuevo,,12,
shell_new_save,Nuevo,,12,
shell_next,<icon=button> Siguiente,,12,Do not translate text between < >
shell_nogear_prompt,Gana más medallas para desbloquear bates y conjuntos para tu bateador.,,150,
shell_option_off,No,,12,
shell_option_on,Sí,,12,
shell_options,Opciones,,32,
shell_pause_quit_message,¿Seguro que quieres salir?,,150,
shell_pause_restart_message,¿Seguro que quieres reiniciar?,,150,
shell_pause_title,En pausa,,32,
shell_pause_tutorial_message,¿Quieres reiniciar los mensajes de ayuda del juego?,,150,
shell_player_done,Listo,,15,
shell_player_edit,Editar,,15,
shell_team,Equipo,,24,
shell_player_editing,Editando,,20,
shell_player_join,Unirse,,20,
shell_player_waiting,Esperando,,20,
shell_profile_slot_1,1,,1,
shell_profile_slot_2,2,,1,
shell_profile_slot_3,3,,1,
shell_levelselect_sp,Niveles de un jugador,,32,
shell_levelselect_mp,Niveles multijugador,,32,
shell_levelselect_sp_pro,Niv. profesionales de un jugador,,32,
shell_levelselect_mp_pro,Niv. profesionales multijugador,,32,
shell_promode,<icon=button> Modo profesional,,37,Do not translate text between < >
shell_promode_message,¡Esta medalla desbloquea el <style=action>modo profesional</style> de este deporte!\nCambia al modo profesional en el menú de selección de nivel... ¡Si te atreves!,,150,
shell_promode_off,Modo profesional desactivado,,32,
shell_promode_on,Modo profesional activado,,32,
shell_promode_prompt,¿Tienes lo que hace falta para jugar al <style=action>modo profesional</style> de este deporte?\n¡Demuéstralo logrando una medalla de oro o de platino!,,150,
shell_promode_unlocked,¡Modo profesional desbloqueado!,,32,
shell_quit,Salir,,15,
shell_reconnect_main_message,Vuelve a conectar el mando del J1 para continuar.,,150,P1 stands for player 1
shell_gameselect,Elegir juego,,32,
shell_reset,<icon=button> Restablecer,,32,Do not translate text between < >
shell_restart,Reiniciar,,24,
shell_resume,Reanudar,,24,
shell_rhythmracket,Raqueta rítmica,,32,
shell_rr_team_select,"Jugador 1, ¡elige tus equipos!",,75,
shell_rr_options,Opciones de raqueta rítmica,,32,
shell_rr_hearts,Corazones,,24,
shell_song,Canción,,24,
shell_rr_song_1,Uno,,15,
shell_rr_song_2,Dos,,15,
shell_rr_song_3,Tres,,15,
shell_stage,Escenario,,24,
shell_rr_arena,Recinto,,24,
shell_rr_arena_1,Uno,,15,
shell_rr_arena_2,Dos ,,15,
shell_rr_arena_3,Tres,,15,
shell_rr_arena_random,Aleatorio,,15,
shell_rr_teams,Modo,,24,
shell_rr_teams_1v1,1c1,,15,
shell_rr_teams_2v2,2c2,,15,
shell_rr_teams_f4a,Batalla campal,,15,
shell_rr_ai_difficulty,Nivel de los robots,,24,CPU stands for computer player
shell_save,Guardar,,24,
shell_save_slot,Ranura de guardado,,32,
shell_select,<icon=button><icon=arrow>,,24,
shell_select_slots,Elegir ranura,,24,
shell_single_player,Jugar,,24,
shell_slot_confirm,Confirmar,,24,
shell_slot_delete,Borrar,,24,
shell_s_adv_bombs,Bombas,,24,
shell_s_adv_dirchange,Interruptor direccional,,24,
shell_s_adv_sfasts,Nubz,,24,character name
shell_s_adv_sslows,Wubwub,,24,character name
shell_s_adv_tempo,Aceleradores,,24,
shell_s_adv_nubbs,Nubzificadores,,24,
shell_s_basic,Básico,,15,
shell_s_connect,Conecta el móvil para unirte,,0,
shell_s_firsttime,¡Esto es pelotamiga!,,32,
shell_s_header,Pelotamiga,,32,
shell_s_options,Opciones,,32,
shell_s_play,<icon=button> Jugar,,24,Do not translate text between < >
shell_s_player1,Jugador 1,,20,
shell_s_player2,Jugador 2,,20,
shell_s_player3,Jugador 3,,20,
shell_s_player4,Jugador 4,,20,
shell_s_ready,¡Listo!,,24,
shell_s_speed,Velocidad,,24,
shell_s_speed_fast,Rápida,,15,
shell_s_speed_med,Intermedia,,15,
shell_s_speed_slow,Lenta,,15,
shell_stylin,Estilizando...,,15,
shell_s_start,Mantén pulsado para empezar.,,40,
shell_s_supreme,Perversa,,15,the hardest difficult
shell_s_trickiness,Dificultad,,24,title for section in which players choose difficulty
shell_s_tricky,Avanzada,,15,difficulty level but not the hardest
shell_s_waiting,Esperando a los demás,,32,
shell_s_wins,Victorias,,24,
shell_t_practice,Práctica,,20,
shell_tapper_controls,Controles de bate extravagante,,32,
shell_tapper_controls_hit,Golpeo,,24,
shell_tapper_controls_move,Cambios de carril,,24,
shell_tapper_practice,Práctica,,20,
shell_tier_01,Casa,,20,
shell_tier_02,Fuera,,20,
shell_tier_03,Muy lejos,,20,
shell_tier_04,Invierno,,20,
shell_title_start,Empezar,,15,
shell_tutorial,Instrucciones,,20,
shell_tutorial_avsync,Mueve la barra de desplazamiento a la izquierda o la derecha hasta que la imagen y el sonido se sincronicen y selecciona Siguiente.\nEsto solo se aplicará cuando tu Nintendo Switch™ esté en la base.,call out that its for docked mode,200,Don't translate \n
shell_volleyball,Balonvolea,,32,
shell_welcome_msg,¡Hola! Me llamo <style=action>Wubwub</style> y te doy la bienvenida a la <style=action>galaxia de Musicalia</style>.\n¡Aquí todo es música!,,270,Don't translate \n
shell_welcome_title,¡Bienvenida!,,32,
squash_results_title_win,¡Campeones de pelotamiga!,,40,
squash_round_complete,Ronda completada,,40,
squash_starting_round,Iniciando ronda,,40,
streak_label,Racha,,24,
tapper_results_title_win,¡Así se hace!,,32,
time_am,a. m.,,6,morning
time_format,%l:%i %p,,8,
time_pm,p. m.,,6,evening
timing_early,PRONTO,,16,
timing_late,TARDE,,16,
shell_ok,Vale,,24,
tutorial_ft_tap_continue,¡Mantén pulsado!,,24,
tutorial_golf_charge_hold,"Para dar de comer a un <style=name>nibbz saltarín</style>, <style=action>mantén pulsado</style> <icon=swingbutton> cuando empiecen a cantar y luego <style=action>suelta</style> cuando salten.",,250,Do not translate text between < >
tutorial_g_aiming,Apunta a diferentes islas con <icon=thumbstick>.,,250,Do not translate text between < >
tutorial_g_ballsandbanking,"Consigues 5 bolas extras en cada ronda. Las bolas que te sobren valen <style=name>puntos extras</style>, así que ¡afina la puntería!",,250,Do not translate text between < >
tutorial_g_bonusround,Dale de comer todas las bolas sobrantes a este hambrientísimo nibbz y consigue <style=name>puntos extras</style>.,,250,Do not translate text between < >
tutorial_g_island,"No apuntes a un nibbz en concreto, sino a la <style=name>isla</style>.",,250,Do not translate text between < >
tutorial_g_pinky,"Este <style=name>nibbz</style> tiene hambre. Para darle de comer, pulsa <icon=swingbutton> cuando cante. ",,250,Do not translate text between < >
tutorial_g_preview,Primero <style=name>observa y escucha</style> el patrón. Después tendrás <style=name>dos oportunidades</style> para dar de comer a todos los nibbzes.,,250,Do not translate text between < >
tutorial_g_standardhits,Balancea o golpea la pelota pulsando <icon=swingbutton> para meterla en la boca de un hambriento <style=name>nibbz</style> en cuanto la abra.,,250,Do not translate text between < >
tutorial_g_streaking,Alimenta a todos los nibbzes en un solo intento para <style=name>maximizar</style> tu puntuación.,,250,
tutorial_g_mp_intro,"En el modo multijugador del golf glotón, la pelota se pone <style=red>roja</style> cuando el <style=red>bateador rojo</style> la golpea, y <style=blue>azul</style> cuando lo hace el <style=blue>bateador azul</style>.",,250,
tutorial_g_mp_redblue,"Pero cuidado: los <style=red>nibbzes rojos</style> solo comen <style=red>pelotas rojas</style>, y los <style=blue>nibbzes azules</style>, <style=blue>pelotas azules</style>. ",,250,Do not translate text between < >
tutorial_g_mp_combo,"Cuando veáis este nibbz, tendréis que golpear la pelota <style=action>a la vez</style>. ¡Trabajo en equipo!\n¡Buena suerte, bateadores!",,250,Do not translate text between < >
tutorial_howtoplay,Instrucciones:,,250,
tutorial_pro_click,"PISTA: Si quieres, puedes <style=action>hacer clic</style> para golpear la pelota en lugar de balancear.[BUG THIS - msg to be cut]",,250,Do not translate text between < >
tutorial_r_intro,"Para ganar, <style=action>intercepta</style> la pelota y <style=action>métela</style> en la portería rival.",,250,
tutorial_r_block,"Mueve <icon=thumbstick> para <style=name>interceptar</style> la pelota. Si lo logras, el bateador desviará su trayectoria con un <style=name>golpe suave</style>.",,250,Do not translate text between < >
tutorial_r_kickups,"Para realizar un <style=action>disparo potente</style>, pulsa <icon=setbutton> para <style=name>colocar</style> la pelota y golpéala con <icon=swingbutton> en cuanto caiga.\n\nCONSEJO: ¡Escucha el ritmo!",,250,Do not translate text between < >
tutorial_r_aiming,Usa <icon=thumbstick> para apuntar mientras la pelota esté en el aire.,,250,Do not translate text between < >
tutorial_r_spitters,El último jugador en sacar o en golpear la pelota asumirá el control de <style=name>todos</style> los nibbzes.\n\n<style=action>Apunta a los nibbzes</style> con <icon=thumbstick>. ,,250,Do not translate text between < >
tutorial_r_spitters_powershot,"Los nibbzes dispararán automáticamente, pero, si pulsas <icon=swingbutton> en cada nota, ¡realizarás un disparo potente!",,250,Do not translate text between < >
tutorial_r_powershot,Pulsa <icon=swingbutton> justo cuando te alcance la pelota ¡y realiza un disparo superpotente!,,250,Do not translate text between < >
tutorial_r_powerups,"Cuando estés jugando en una partida real, verás potenciadores en el campo que activan secciones de desafío especiales si las golpeas. Habilidades como esta serán muy útiles en esas ocasiones.",,250,
tutorial_streak,"Para conseguir una <style=action>racha</style>, no dejes escapar pelotas ni golpees cuando no sea necesario.\n\n¡Consigue la mejor racha posible para multiplicar tu puntuación!",,250,Do not translate text between < >
tutorial_swing,Pulsa <icon=swingbutton> para golpear la pelota. Sincroniza los golpes con la música para <style=name>maximizar</style> tu puntuación.,,250,Do not translate text between < >
tutorial_v_spikes,"A veces, al recibir la pelota, deberás hacer un <style=name>mate</style>. Escucha al público para que te ayude a golpearla en el momento exacto.\n\n<style=action>"3, 2, 1, ¡dale!"</style>.",,250,
tutorial_s_bombs,"Las bombas son malas. Si golpeas una, perderás 1 corazón.",,250,
tutorial_s_directsh,Golpea esto para modificar la dirección de la partida.  ,,250,
tutorial_s_fast,<style=name>Squibz</style> golpea la pelota un poco más rápido.,,250,Do not translate text between < >
tutorial_s_items,No dejes escapar estos objetos especiales. Cada uno tiene un efecto distinto.,,250,
tutorial_s_medium,<style=name>Nibbz</style> golpea la pelota bastante despacio.,,250,Do not translate text between < >
tutorial_s_speedup,Golpea esto para acelerarlo todo.,,250,
tutorial_s_superfast,<style=name>Nubz</style> golpea la pelota muy rápido. ¡No te duermas en los laureles!,,250,Do not translate text between < >
tutorial_s_superslow,"Si la pelota llega a este apuesto caballero, se la pasará al siguiente bateador con calma.",,250,
tutorial_s_swipe,"Para jugar, <style=action>apunta</style> con <icon=thumbstick> y pulsa <icon=swingbutton> para <style=action>golpear</style> la pelota.",,250,Do not translate text between < >
tutorial_s_winning,"Cuando un bateador se queda sin corazones, abandona la partida. ¡Aguanta hasta que solo quedes tú y habrás ganado!",,250,
tutorial_s_nubbsify,Golpea esto para <style=name>nubzificar</style> la acción.,,250,Do not translate text between < >
tutorial_t_laneswitch,Usa <icon=thumbstick> para moverte hacia la izquierda o hacia la derecha por los carriles.,,250,Do not translate text between < >
tutorial_t_mp_colors,"Los <style=red>nibbzes rojos</style> lanzan <style=red>pelotas rojas</style>, y los <style=blue>nibbzes azules</style>, <style=blue>pelotas azules</style>. ¡Golpea solo las pelotas del color correspondiente!",,250,Do not translate text between < >
tutorial_t_mp_unstack,El bateador de arriba puede saltar abajo saliéndose del carril mientras el bateador de abajo esté quieto.\n\n¡Comunicaos para coordinaros!,,250,
tutorial_t_mp_stacking,"¡Algunos nibbzes flotan!\nPara golpear las bolas altas, un bateador debe <style=action>subirse</style> encima de otro desplazándose a su carril.  ",,250,Do not translate text between < >
tutorial_t_mp_stackswitch,"En un montón, el bateador de arriba puede pulsar rápidamente <icon=thumb_down> para saltar abajo.",,250,Do not translate text between < >
tutorial_t_mp_stackmove,"Si el bateador de abajo se mueve, ambos lo harán. ",,250,
tutorial_t_lobs,"<style=name>Big Baoz</style> lanza las pelotas muy, muy alto. ¡No te olvides de ellas!",,250,Do not translate text between < >
tutorial_t_octo,Ten cuidado con los lanzamientos salvajes del <style=name>Thro-bot</style>. ¡Sincroniza bien los golpes y no pares de conseguir "home runs"!,,250,Do not translate text between < >
tutorial_t_mp_intro,El bate extravagante con dos bateadores tiene algunas reglas especiales.,,250,
tutorial_v_spike_swing,<style=action>¡GOLPEA!</style>,,250,Do not translate text between < >
tutorial_v_superfast,"Cuando veas esto, significa que la pelota va hacia ti rápidamente.",,250,
volleyball_results_title_win,¡BUEN MATE!,,24,
wins_label,Victorias:,,24,
